label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Please,0.0,0.0,0.0,0.085344,-0.309975,0.006125,0.0742,-0.606105,-0.004036,0.037513,-0.837948,-0.016728,0.044269,-0.998448,-0.033804,-0.145693,-0.722193,-0.050494,-0.291814,-0.783522,-0.057017,-0.384351,-0.830618,-0.069202,-0.456708,-0.882117,-0.084845,-0.215586,-0.608878,-0.063992,-0.239528,-0.516429,-0.050703,-0.179053,-0.440629,-0.044574,-0.130041,-0.39905,-0.056824,-0.251951,-0.421745,-0.06961,-0.250331,-0.356169,-0.063528,-0.198155,-0.295426,-0.047485,-0.156333,-0.254651,-0.049719,-0.273945,-0.243557,-0.074813,-0.272618,-0.190822,-0.074458,-0.225261,-0.149759,-0.054388,-0.18912,-0.122323,-0.042711
Please,0.0,0.0,0.0,0.082787,-0.312209,7.5e-05,0.071079,-0.610872,-0.013244,0.037477,-0.838503,-0.028413,0.052468,-0.997498,-0.047374,-0.145632,-0.726464,-0.055906,-0.294197,-0.785561,-0.066805,-0.3898,-0.819967,-0.081519,-0.465829,-0.866593,-0.098407,-0.213049,-0.612884,-0.067945,-0.249338,-0.514668,-0.059223,-0.185828,-0.427784,-0.054577,-0.134432,-0.385321,-0.066526,-0.249504,-0.430156,-0.072781,-0.257762,-0.351969,-0.071237,-0.20081,-0.285251,-0.055664,-0.156085,-0.244428,-0.056743,-0.270652,-0.255009,-0.07765,-0.270813,-0.189424,-0.081931,-0.223941,-0.139082,-0.062367,-0.190013,-0.107733,-0.049609
Please,0.0,0.0,0.0,0.082748,-0.320334,0.00377,0.07147,-0.616361,-0.005449,0.038876,-0.840011,-0.017487,0.052026,-0.997356,-0.033634,-0.148055,-0.736167,-0.042623,-0.288624,-0.790794,-0.046257,-0.37873,-0.834573,-0.057183,-0.449525,-0.890302,-0.072733,-0.215475,-0.619487,-0.056089,-0.238265,-0.525482,-0.042645,-0.175555,-0.442341,-0.039055,-0.125078,-0.403407,-0.052394,-0.251489,-0.431227,-0.062227,-0.249056,-0.360332,-0.058561,-0.194034,-0.297529,-0.044401,-0.150719,-0.260248,-0.046639,-0.272549,-0.251454,-0.068063,-0.267582,-0.198346,-0.070292,-0.221361,-0.153283,-0.050062,-0.187821,-0.124483,-0.037257
Please,0.0,0.0,0.0,0.077287,-0.314797,0.00229,0.066122,-0.611848,-0.008249,0.033852,-0.837793,-0.020976,0.048786,-0.998101,-0.03761,-0.154486,-0.735585,-0.044804,-0.292228,-0.788263,-0.046202,-0.377252,-0.817738,-0.054583,-0.444468,-0.861416,-0.068454,-0.219803,-0.614193,-0.057421,-0.244427,-0.525395,-0.041652,-0.179728,-0.441823,-0.035887,-0.127621,-0.402976,-0.048322,-0.254431,-0.424291,-0.062699,-0.255121,-0.362967,-0.056466,-0.198876,-0.302155,-0.040061,-0.153923,-0.268114,-0.04179,-0.274031,-0.243361,-0.067746,-0.272418,-0.197409,-0.06755,-0.2256,-0.154422,-0.04532,-0.192107,-0.128333,-0.031877
Please,0.0,0.0,0.0,0.082927,-0.305863,0.000551,0.073179,-0.604603,-0.01125,0.037693,-0.833904,-0.025074,0.048996,-0.99788,-0.042833,-0.152375,-0.732349,-0.047436,-0.291724,-0.792896,-0.052325,-0.379745,-0.831677,-0.06403,-0.449584,-0.880495,-0.080366,-0.218701,-0.611232,-0.060743,-0.238243,-0.519637,-0.048494,-0.17555,-0.435879,-0.044108,-0.12602,-0.396838,-0.057453,-0.252776,-0.417604,-0.066953,-0.249918,-0.357778,-0.064797,-0.194184,-0.293842,-0.048473,-0.14989,-0.259133,-0.049898,-0.272264,-0.232345,-0.07294,-0.270962,-0.187618,-0.076417,-0.223273,-0.1439,-0.054377,-0.189078,-0.11939,-0.040792
Please,0.0,0.0,0.0,0.075124,-0.306299,0.004003,0.063944,-0.603005,-0.009465,0.030778,-0.835282,-0.025169,0.043708,-0.998027,-0.045071,-0.159611,-0.728876,-0.054883,-0.312083,-0.791417,-0.064205,-0.411198,-0.822713,-0.07807,-0.490502,-0.862593,-0.094598,-0.227908,-0.603906,-0.068093,-0.257297,-0.53093,-0.055062,-0.189275,-0.451568,-0.045832,-0.135398,-0.409316,-0.056804,-0.263748,-0.408378,-0.073964,-0.266658,-0.369904,-0.068343,-0.209845,-0.309331,-0.047392,-0.16497,-0.267953,-0.047033,-0.28462,-0.225656,-0.079406,-0.288918,-0.19965,-0.078913,-0.239402,-0.158108,-0.054308,-0.202851,-0.129438,-0.039962
Please,0.0,0.0,0.0,0.082795,-0.313198,0.006949,0.072399,-0.610475,-0.00336,0.034867,-0.83956,-0.016519,0.043152,-0.996903,-0.033411,-0.161094,-0.743484,-0.052101,-0.318527,-0.807219,-0.060034,-0.420553,-0.830112,-0.072211,-0.500255,-0.861507,-0.086887,-0.232748,-0.615097,-0.066226,-0.261526,-0.523012,-0.052223,-0.194104,-0.4351,-0.043499,-0.14013,-0.393583,-0.054406,-0.269191,-0.414562,-0.072294,-0.27136,-0.356756,-0.065364,-0.213033,-0.293483,-0.045069,-0.167421,-0.255965,-0.045178,-0.290882,-0.227957,-0.077693,-0.292822,-0.183049,-0.075973,-0.241755,-0.137864,-0.050483,-0.204972,-0.111267,-0.035056
Please,0.0,0.0,0.0,0.08249,-0.313658,0.016508,0.068619,-0.607495,0.012133,0.030952,-0.839697,0.002281,0.041,-0.998098,-0.012119,-0.163074,-0.734154,-0.027415,-0.313879,-0.794816,-0.024726,-0.412734,-0.824622,-0.03348,-0.491315,-0.869664,-0.047899,-0.235491,-0.612184,-0.043991,-0.250445,-0.521007,-0.020408,-0.185759,-0.439409,-0.01259,-0.136031,-0.403672,-0.025297,-0.272289,-0.414886,-0.052186,-0.262295,-0.356938,-0.036206,-0.206528,-0.298593,-0.018043,-0.164975,-0.263349,-0.021087,-0.294498,-0.230844,-0.059358,-0.289264,-0.187474,-0.049365,-0.237944,-0.147706,-0.02393,-0.202044,-0.122835,-0.009982
Please,0.0,0.0,0.0,0.079586,-0.30889,0.010757,0.068027,-0.603048,0.00311,0.033543,-0.83759,-0.008094,0.045497,-0.998686,-0.023594,-0.160785,-0.731977,-0.036225,-0.314363,-0.801454,-0.036464,-0.412576,-0.820089,-0.04535,-0.489958,-0.852786,-0.058362,-0.232989,-0.605407,-0.049216,-0.264051,-0.525829,-0.027924,-0.200349,-0.444232,-0.018465,-0.146943,-0.406344,-0.029541,-0.271673,-0.410174,-0.054493,-0.272993,-0.36478,-0.0412,-0.219122,-0.305827,-0.022855,-0.175636,-0.265628,-0.024932,-0.29619,-0.232344,-0.058847,-0.298109,-0.203631,-0.050794,-0.2482,-0.161963,-0.025853,-0.210821,-0.133744,-0.011837
Please,0.0,0.0,0.0,0.079738,-0.311384,0.010508,0.068805,-0.608916,0.004209,0.033514,-0.84026,-0.005958,0.03931,-0.999025,-0.020076,-0.165852,-0.737898,-0.035187,-0.314634,-0.798541,-0.037177,-0.413348,-0.822106,-0.047851,-0.493147,-0.85878,-0.062355,-0.238144,-0.607522,-0.05012,-0.258918,-0.531059,-0.031423,-0.192561,-0.451139,-0.023677,-0.140905,-0.413067,-0.035692,-0.274785,-0.408083,-0.057623,-0.269879,-0.366407,-0.04847,-0.213327,-0.306398,-0.030343,-0.169975,-0.267017,-0.031881,-0.296913,-0.224195,-0.064249,-0.29447,-0.194042,-0.060356,-0.243472,-0.152991,-0.035776,-0.207089,-0.12745,-0.021504
Please,0.0,0.0,0.0,0.069249,-0.312158,0.01205,0.055428,-0.61323,0.00649,0.019774,-0.842636,-0.002798,0.031309,-0.99737,-0.016053,-0.172766,-0.753071,-0.042605,-0.32614,-0.817298,-0.045264,-0.424492,-0.832526,-0.05485,-0.502585,-0.861837,-0.068155,-0.243125,-0.622202,-0.05753,-0.280369,-0.534185,-0.039992,-0.211903,-0.451143,-0.030468,-0.152955,-0.413429,-0.040602,-0.278998,-0.421212,-0.064116,-0.289519,-0.375717,-0.05422,-0.232254,-0.317719,-0.033187,-0.18421,-0.283003,-0.032564,-0.301123,-0.232116,-0.069685,-0.307618,-0.202734,-0.064202,-0.25641,-0.160311,-0.036958,-0.217578,-0.134904,-0.020319
Please,0.0,0.0,0.0,0.068133,-0.320872,0.008948,0.056683,-0.613334,-0.000843,0.022863,-0.838997,-0.013507,0.03568,-0.992738,-0.030291,-0.170552,-0.752655,-0.052811,-0.329896,-0.819857,-0.058528,-0.427607,-0.833572,-0.069272,-0.502411,-0.860626,-0.083107,-0.242949,-0.624621,-0.066771,-0.28614,-0.537313,-0.053128,-0.221097,-0.451141,-0.04422,-0.162651,-0.410826,-0.054798,-0.282241,-0.430196,-0.072085,-0.29455,-0.376707,-0.064208,-0.239596,-0.317528,-0.042153,-0.19197,-0.280135,-0.040938,-0.307546,-0.247968,-0.076901,-0.313334,-0.213056,-0.073662,-0.262611,-0.169035,-0.047145,-0.223873,-0.141755,-0.0308
Please,0.0,0.0,0.0,0.077932,-0.316672,0.007273,0.066649,-0.614522,-0.001297,0.030207,-0.843919,-0.012409,0.036106,-0.998985,-0.026944,-0.162713,-0.748421,-0.049292,-0.313988,-0.813976,-0.054691,-0.413743,-0.832221,-0.065363,-0.492812,-0.861416,-0.078812,-0.235913,-0.620899,-0.062099,-0.26577,-0.538275,-0.045563,-0.198319,-0.45779,-0.036315,-0.140936,-0.417761,-0.046744,-0.27363,-0.425306,-0.066868,-0.27549,-0.378554,-0.05709,-0.219979,-0.319709,-0.035691,-0.173646,-0.280359,-0.034889,-0.296422,-0.243249,-0.071291,-0.296972,-0.208502,-0.06753,-0.247878,-0.164021,-0.041615,-0.210176,-0.135733,-0.025582
Please,0.0,0.0,0.0,0.081055,-0.318834,0.010414,0.07044,-0.615982,0.001637,0.034701,-0.844226,-0.010505,0.042355,-0.998763,-0.026051,-0.157044,-0.749901,-0.051367,-0.313316,-0.813557,-0.060877,-0.417547,-0.832932,-0.074304,-0.499208,-0.861806,-0.089152,-0.230795,-0.624325,-0.066806,-0.263062,-0.530137,-0.053136,-0.198453,-0.447466,-0.044644,-0.142664,-0.406202,-0.055262,-0.270339,-0.428228,-0.073972,-0.273277,-0.370082,-0.066298,-0.219194,-0.309582,-0.044778,-0.174864,-0.27181,-0.043563,-0.294691,-0.243217,-0.080483,-0.295576,-0.195193,-0.077719,-0.246761,-0.149138,-0.051424,-0.210603,-0.123014,-0.034797
Please,0.0,0.0,0.0,0.079496,-0.320011,0.008822,0.068921,-0.622211,0.001558,0.031249,-0.847052,-0.008095,0.037544,-0.999084,-0.020552,-0.150007,-0.752687,-0.05508,-0.305731,-0.817179,-0.067417,-0.410455,-0.832666,-0.082102,-0.493549,-0.854309,-0.096878,-0.223564,-0.623336,-0.069947,-0.268303,-0.531,-0.059374,-0.201532,-0.449014,-0.052032,-0.141562,-0.407453,-0.062612,-0.264138,-0.429027,-0.076584,-0.28026,-0.369278,-0.07186,-0.223088,-0.307195,-0.049417,-0.175695,-0.269958,-0.046512,-0.289732,-0.243341,-0.082631,-0.300478,-0.193937,-0.082569,-0.253015,-0.144382,-0.055473,-0.21742,-0.116432,-0.037433
Please,0.0,0.0,0.0,0.076647,-0.327274,0.012658,0.064739,-0.62339,0.007943,0.029947,-0.847533,0.00037,0.035573,-0.999317,-0.010011,-0.157056,-0.754185,-0.047409,-0.305556,-0.8145,-0.053976,-0.40439,-0.826705,-0.065563,-0.483201,-0.847418,-0.078332,-0.231194,-0.624862,-0.061899,-0.263953,-0.537609,-0.045061,-0.197959,-0.459512,-0.035789,-0.140449,-0.417027,-0.045782,-0.269443,-0.430822,-0.067662,-0.275799,-0.379504,-0.058035,-0.219977,-0.320942,-0.035352,-0.174281,-0.281585,-0.032782,-0.291611,-0.247142,-0.072564,-0.296424,-0.208167,-0.067819,-0.249356,-0.162919,-0.039221,-0.21403,-0.134663,-0.020612
Please,0.0,0.0,0.0,0.080986,-0.313994,0.002989,0.070563,-0.610899,-0.00761,0.034875,-0.840338,-0.020152,0.042672,-0.998447,-0.03582,-0.155387,-0.743117,-0.052344,-0.306791,-0.799874,-0.062787,-0.406199,-0.812995,-0.076918,-0.485344,-0.839162,-0.091682,-0.227634,-0.620244,-0.064038,-0.263621,-0.525919,-0.051606,-0.199245,-0.439546,-0.044585,-0.144574,-0.395147,-0.055473,-0.266784,-0.431446,-0.068496,-0.273113,-0.36643,-0.06343,-0.216918,-0.302793,-0.043856,-0.172118,-0.260122,-0.042707,-0.291336,-0.253393,-0.072981,-0.291228,-0.202322,-0.073111,-0.243835,-0.152387,-0.048986,-0.20902,-0.120979,-0.033124
Please,0.0,0.0,0.0,0.084558,-0.311673,0.003918,0.075944,-0.606656,-0.006819,0.038465,-0.837816,-0.019999,0.045887,-0.998285,-0.036353,-0.145479,-0.737511,-0.051059,-0.301593,-0.803226,-0.061381,-0.405543,-0.823832,-0.074928,-0.485306,-0.854153,-0.089596,-0.216487,-0.616013,-0.064302,-0.260748,-0.518553,-0.053244,-0.196761,-0.431215,-0.04655,-0.139563,-0.392658,-0.057381,-0.257064,-0.424765,-0.070322,-0.27082,-0.358335,-0.06707,-0.212848,-0.29164,-0.048305,-0.165304,-0.255445,-0.047429,-0.283056,-0.243231,-0.076057,-0.290621,-0.189011,-0.077213,-0.240946,-0.140609,-0.053505,-0.204629,-0.115459,-0.038014
Please,0.0,0.0,0.0,0.080514,-0.318077,0.00844,0.070983,-0.61025,-0.000713,0.034063,-0.840871,-0.012563,0.043409,-0.99867,-0.027837,-0.150818,-0.74329,-0.047492,-0.306875,-0.803937,-0.054139,-0.40935,-0.820203,-0.064722,-0.489054,-0.850709,-0.077799,-0.219833,-0.620769,-0.061905,-0.272013,-0.517482,-0.047721,-0.210569,-0.423887,-0.038873,-0.153433,-0.384261,-0.048401,-0.259728,-0.428837,-0.068424,-0.28106,-0.356293,-0.061277,-0.225382,-0.286408,-0.040817,-0.177637,-0.249059,-0.039614,-0.286553,-0.244954,-0.074388,-0.299669,-0.185701,-0.073016,-0.250947,-0.134047,-0.048178,-0.213631,-0.108075,-0.032106
Please,0.0,0.0,0.0,0.080145,-0.312038,0.015569,0.069014,-0.604288,0.009754,0.032691,-0.837364,-0.000372,0.0405,-0.999068,-0.014925,-0.150787,-0.729043,-0.030967,-0.304265,-0.781922,-0.032974,-0.405882,-0.797102,-0.043614,-0.486869,-0.831256,-0.0569,-0.221546,-0.605242,-0.045936,-0.261,-0.515601,-0.022925,-0.194993,-0.430403,-0.013011,-0.137682,-0.390984,-0.022829,-0.259377,-0.412169,-0.053126,-0.268235,-0.350779,-0.037988,-0.210391,-0.286343,-0.0201,-0.16334,-0.247647,-0.021942,-0.282435,-0.2336,-0.059093,-0.284756,-0.183431,-0.05032,-0.236456,-0.132141,-0.025825,-0.200171,-0.101921,-0.011464
Please,0.0,0.0,0.0,0.076742,-0.319317,0.013902,0.06942,-0.613166,0.008643,0.032071,-0.842543,0.000819,0.039739,-0.999152,-0.010811,-0.145739,-0.747041,-0.043861,-0.303468,-0.800814,-0.04798,-0.408222,-0.818372,-0.058695,-0.492723,-0.853319,-0.071873,-0.216974,-0.620266,-0.058703,-0.26675,-0.533858,-0.037308,-0.201329,-0.442517,-0.026045,-0.141666,-0.398043,-0.035439,-0.254528,-0.425631,-0.064905,-0.275837,-0.368252,-0.050923,-0.217385,-0.298735,-0.028691,-0.168104,-0.255684,-0.027794,-0.277245,-0.240172,-0.069981,-0.290352,-0.196321,-0.063064,-0.244503,-0.140727,-0.035007,-0.207749,-0.106243,-0.017736
Please,0.0,0.0,0.0,0.079279,-0.311659,0.016959,0.071233,-0.607392,0.01311,0.033699,-0.841857,0.005576,0.043387,-0.99904,-0.006021,-0.144795,-0.743839,-0.034644,-0.299732,-0.801316,-0.038683,-0.405533,-0.824691,-0.052244,-0.491509,-0.859646,-0.067673,-0.218086,-0.616557,-0.050513,-0.26052,-0.54184,-0.025974,-0.190885,-0.459661,-0.015299,-0.130278,-0.417119,-0.026516,-0.256597,-0.418224,-0.058304,-0.273337,-0.374517,-0.042641,-0.214963,-0.310749,-0.020348,-0.167833,-0.267627,-0.020279,-0.279697,-0.232524,-0.064913,-0.291702,-0.196511,-0.056031,-0.24393,-0.145509,-0.028076,-0.206722,-0.113551,-0.012139
Please,0.0,0.0,0.0,0.080611,-0.312407,0.016279,0.071739,-0.60974,0.010619,0.031764,-0.841962,0.001777,0.038926,-0.999177,-0.011399,-0.142816,-0.743883,-0.043998,-0.296557,-0.797667,-0.051858,-0.402523,-0.813613,-0.065787,-0.489752,-0.846169,-0.080794,-0.216517,-0.6181,-0.060043,-0.268407,-0.530493,-0.039795,-0.202984,-0.439307,-0.028632,-0.142812,-0.3951,-0.038447,-0.256358,-0.423616,-0.067493,-0.280483,-0.368275,-0.054508,-0.221932,-0.299731,-0.031403,-0.172997,-0.256332,-0.030228,-0.281331,-0.240038,-0.073692,-0.29685,-0.193479,-0.067389,-0.248412,-0.137192,-0.039483,-0.210385,-0.104128,-0.022643
Please,0.0,0.0,0.0,0.081858,-0.313032,0.015333,0.072862,-0.606855,0.009911,0.036254,-0.838244,0.000688,0.047027,-0.998814,-0.012646,-0.151843,-0.737537,-0.032073,-0.299998,-0.794249,-0.036646,-0.403719,-0.812622,-0.050128,-0.488185,-0.841085,-0.064721,-0.225793,-0.610364,-0.046952,-0.267111,-0.519277,-0.022793,-0.201668,-0.433512,-0.013101,-0.143773,-0.392344,-0.024406,-0.262862,-0.411571,-0.054238,-0.277928,-0.360579,-0.039027,-0.220805,-0.295322,-0.019598,-0.17402,-0.252392,-0.021259,-0.28508,-0.226981,-0.060303,-0.295075,-0.185333,-0.051339,-0.246286,-0.134449,-0.025216,-0.208272,-0.10361,-0.010378
Please,0.0,0.0,0.0,0.079788,-0.314012,0.018873,0.067539,-0.610003,0.015225,0.030283,-0.839404,0.0061,0.040457,-0.999145,-0.0085,-0.155254,-0.733353,-0.027911,-0.313439,-0.797223,-0.029813,-0.419562,-0.825397,-0.041815,-0.500543,-0.85835,-0.056881,-0.230361,-0.612544,-0.045116,-0.270417,-0.514116,-0.022296,-0.20477,-0.430956,-0.014619,-0.146063,-0.392726,-0.026949,-0.270446,-0.416933,-0.054217,-0.280895,-0.348329,-0.03731,-0.223649,-0.286887,-0.019285,-0.175126,-0.250289,-0.022695,-0.297551,-0.233598,-0.062241,-0.302333,-0.178344,-0.052309,-0.251671,-0.128131,-0.027971,-0.212398,-0.099851,-0.01466
Please,0.0,0.0,0.0,0.078817,-0.303062,0.011285,0.068921,-0.602207,0.006492,0.030624,-0.837049,-0.002123,0.044364,-0.998899,-0.015235,-0.159173,-0.720609,-0.025347,-0.313241,-0.79505,-0.021424,-0.415866,-0.818669,-0.028821,-0.4921,-0.848954,-0.040865,-0.23458,-0.5902,-0.037738,-0.273622,-0.523395,-0.009626,-0.210107,-0.441421,0.00071,-0.153508,-0.399613,-0.010421,-0.271778,-0.391457,-0.042906,-0.281594,-0.361637,-0.023741,-0.227845,-0.301307,-0.004734,-0.183133,-0.256393,-0.007653,-0.294405,-0.208543,-0.047296,-0.300505,-0.18594,-0.034412,-0.253666,-0.141119,-0.008327,-0.218386,-0.109061,0.005362
Please,0.0,0.0,0.0,0.07924,-0.310401,0.019274,0.065492,-0.608236,0.019347,0.029323,-0.836421,0.013965,0.035621,-0.996956,0.003604,-0.166837,-0.723311,-0.01467,-0.320447,-0.809707,-0.006064,-0.422272,-0.838566,-0.012829,-0.496021,-0.86795,-0.025037,-0.245429,-0.594063,-0.028113,-0.254417,-0.549851,0.006379,-0.189388,-0.478644,0.017217,-0.138926,-0.430627,0.005428,-0.281954,-0.39529,-0.033641,-0.267529,-0.383777,-0.008873,-0.210211,-0.327969,0.009235,-0.168017,-0.276611,0.004845,-0.303059,-0.215162,-0.037728,-0.292079,-0.210105,-0.020473,-0.241821,-0.173983,0.005808,-0.206679,-0.143755,0.019163
Please,0.0,0.0,0.0,0.070636,-0.307928,0.017072,0.059118,-0.600955,0.014746,0.020653,-0.833709,0.006887,0.032298,-0.999461,-0.005935,-0.168042,-0.719317,-0.00991,-0.320039,-0.801328,0.001745,-0.418403,-0.823382,-0.001433,-0.489454,-0.849742,-0.011485,-0.242898,-0.594104,-0.023928,-0.265708,-0.532619,0.009422,-0.20199,-0.452823,0.019276,-0.150031,-0.410351,0.007593,-0.279525,-0.399671,-0.030553,-0.277103,-0.370693,-0.007303,-0.222127,-0.31243,0.009449,-0.1795,-0.267324,0.004594,-0.303692,-0.220918,-0.035906,-0.306241,-0.208257,-0.020061,-0.257883,-0.16861,0.005006,-0.222427,-0.140872,0.017854
Please,0.0,0.0,0.0,0.074245,-0.306845,0.01728,0.060571,-0.604001,0.015825,0.022982,-0.834226,0.00879,0.032021,-0.999481,-0.003356,-0.168981,-0.726013,-0.012997,-0.32378,-0.802131,-0.003648,-0.424525,-0.824571,-0.008688,-0.496499,-0.853101,-0.019948,-0.243654,-0.598918,-0.027153,-0.267905,-0.526828,0.003762,-0.202066,-0.448024,0.012733,-0.147509,-0.408196,0.001146,-0.279764,-0.400063,-0.03379,-0.277422,-0.362566,-0.013059,-0.220848,-0.304787,0.002618,-0.177354,-0.263348,-0.001985,-0.302825,-0.218123,-0.038941,-0.30189,-0.197352,-0.024349,-0.251205,-0.157343,0.000145,-0.214501,-0.130267,0.013213
Please,0.0,0.0,0.0,0.072871,-0.304994,0.020539,0.058881,-0.605851,0.021838,0.018181,-0.837354,0.017815,0.028647,-0.999546,0.009309,-0.169951,-0.719582,-0.011074,-0.32148,-0.805491,0.002186,-0.417477,-0.833873,0.001063,-0.485201,-0.864441,-0.007567,-0.247593,-0.593026,-0.025148,-0.263972,-0.551358,0.010707,-0.199538,-0.480305,0.023271,-0.148654,-0.434963,0.0133,-0.284442,-0.398196,-0.031068,-0.276529,-0.384718,-0.006201,-0.220355,-0.331028,0.012596,-0.176563,-0.283454,0.00912,-0.306576,-0.218982,-0.035255,-0.304212,-0.220743,-0.01739,-0.256053,-0.184081,0.009441,-0.221423,-0.153927,0.023313
Please,0.0,0.0,0.0,0.076703,-0.311815,0.019486,0.063846,-0.607808,0.017611,0.027132,-0.83689,0.009725,0.031823,-0.999489,-0.002965,-0.171166,-0.726464,-0.012784,-0.322566,-0.806748,-0.004613,-0.422526,-0.831778,-0.009997,-0.496448,-0.860627,-0.020692,-0.246473,-0.595755,-0.027303,-0.261087,-0.537329,0.005309,-0.195418,-0.463541,0.016011,-0.143419,-0.420579,0.005047,-0.281769,-0.395373,-0.034219,-0.269537,-0.371124,-0.01085,-0.213412,-0.315606,0.005409,-0.171579,-0.269832,0.00043,-0.303929,-0.214986,-0.039581,-0.296551,-0.201146,-0.022036,-0.24707,-0.165906,0.002833,-0.212114,-0.140189,0.015356
Please,0.0,0.0,0.0,0.071974,-0.306633,0.019272,0.060681,-0.603463,0.016246,0.025206,-0.835335,0.008209,0.036976,-0.999306,-0.004402,-0.166989,-0.715443,-0.019007,-0.320488,-0.803785,-0.010776,-0.416873,-0.829635,-0.01381,-0.484475,-0.858425,-0.022853,-0.243359,-0.588204,-0.03294,-0.2694,-0.546681,-0.000907,-0.206187,-0.473544,0.012214,-0.153835,-0.42943,0.003308,-0.282139,-0.395987,-0.038823,-0.278685,-0.382439,-0.015453,-0.223464,-0.328117,0.00415,-0.180192,-0.283212,0.00143,-0.306663,-0.221974,-0.042987,-0.304878,-0.223522,-0.025069,-0.25746,-0.187534,0.001848,-0.224389,-0.161297,0.015759
Please,0.0,0.0,0.0,0.071153,-0.305706,0.018249,0.056404,-0.605176,0.016159,0.019805,-0.835756,0.009468,0.034376,-0.999408,-0.00163,-0.17084,-0.716005,-0.018169,-0.323178,-0.805419,-0.004983,-0.417651,-0.833199,-0.004976,-0.483966,-0.863804,-0.013027,-0.24968,-0.589525,-0.030676,-0.266688,-0.553854,0.005059,-0.200011,-0.483901,0.018748,-0.147696,-0.438781,0.009305,-0.287299,-0.397903,-0.03469,-0.277937,-0.389899,-0.009028,-0.219273,-0.336307,0.010561,-0.175461,-0.287501,0.00715,-0.309752,-0.22335,-0.03702,-0.305024,-0.232924,-0.018701,-0.25568,-0.196836,0.008253,-0.221959,-0.164818,0.022033
Please,0.0,0.0,0.0,0.073629,-0.305082,0.023702,0.063939,-0.601221,0.024263,0.024091,-0.83011,0.019077,0.031376,-0.991994,0.008517,-0.160465,-0.715383,-0.013538,-0.316184,-0.796401,-0.004563,-0.414152,-0.833948,-0.007382,-0.482076,-0.875959,-0.017258,-0.234617,-0.584001,-0.031228,-0.266925,-0.559944,0.000224,-0.20528,-0.483273,0.013092,-0.153269,-0.437912,0.004396,-0.272132,-0.385493,-0.040713,-0.278192,-0.382854,-0.01987,-0.223848,-0.321517,0.000989,-0.178851,-0.276613,-0.000322,-0.295744,-0.200094,-0.047745,-0.304589,-0.208721,-0.032238,-0.257701,-0.170067,-0.004011,-0.22324,-0.143515,0.010996
Please,0.0,0.0,0.0,0.072714,-0.312567,0.025472,0.063215,-0.607332,0.026423,0.026432,-0.837506,0.021806,0.035979,-0.999282,0.011902,-0.166818,-0.70809,-0.012951,-0.322031,-0.793237,-0.00017,-0.417077,-0.831148,-0.000574,-0.483516,-0.874743,-0.008754,-0.242717,-0.577778,-0.029361,-0.267231,-0.556446,0.0069,-0.206945,-0.487945,0.021285,-0.157251,-0.44298,0.012649,-0.279273,-0.381545,-0.036983,-0.274939,-0.379087,-0.010591,-0.222201,-0.323357,0.008586,-0.179439,-0.276194,0.004823,-0.301315,-0.202919,-0.042111,-0.301645,-0.212609,-0.022065,-0.254946,-0.175841,0.005224,-0.22117,-0.147066,0.018685
Please,0.0,0.0,0.0,0.074376,-0.306235,0.022673,0.063446,-0.599251,0.021447,0.02462,-0.832876,0.01451,0.03494,-0.998389,0.002196,-0.167446,-0.704304,-0.015397,-0.324653,-0.796589,-0.004785,-0.41958,-0.834018,-0.005744,-0.483577,-0.875192,-0.01386,-0.243189,-0.580373,-0.031023,-0.267823,-0.55072,0.002714,-0.206979,-0.479858,0.017068,-0.156868,-0.433836,0.009267,-0.279718,-0.38586,-0.038449,-0.273908,-0.368612,-0.013514,-0.221004,-0.311344,0.00478,-0.178414,-0.265874,0.001002,-0.302612,-0.207148,-0.043749,-0.302097,-0.203879,-0.02426,-0.255574,-0.167421,0.00121,-0.221604,-0.141909,0.013565
Please,0.0,0.0,0.0,0.078635,-0.3041,0.023875,0.06585,-0.597554,0.023662,0.027098,-0.831336,0.017196,0.036115,-0.999333,0.005477,-0.162296,-0.711499,-0.006664,-0.316121,-0.794513,0.006068,-0.414657,-0.828913,0.00406,-0.483464,-0.869728,-0.005306,-0.240055,-0.582645,-0.022371,-0.261334,-0.550537,0.015322,-0.199758,-0.479984,0.029313,-0.148682,-0.433916,0.020618,-0.278609,-0.384294,-0.030052,-0.269417,-0.371771,-0.00184,-0.21493,-0.315263,0.016477,-0.172255,-0.267533,0.012187,-0.301811,-0.203809,-0.035621,-0.295931,-0.198301,-0.012839,-0.247551,-0.162105,0.014292,-0.214051,-0.134843,0.027339
